Year,Category,Subtype,Count,Cleared,ClearRate
2014,Crimes Against Property,Break & Enter-Other,5,2,0.4
2014,Crimes Against Property,Fraud,1,1,1.0
2020,Crimes Against Property,Theft Under $5000,132,14,0.11
2022,Crimes Against Property,Other,87,13,0.15
2017,Crimes Against the Person,Robbery-Other,15,4,0.27
2021,Crimes Against Property,Break & Enter-House,5,1,0.2
2015,Controlled Drugs and Substances Act,Other,14,13,0.93
2015,Crimes Against Property,Break & Enter-Commercial,12,5,0.42
2020,Crimes Against Property,Fraud,36,4,0.11
2014,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,29,26,0.9
2018,Criminal Code Traffic,Other,28,25,0.89
2014,Criminal Code Traffic,Other,2,2,1.0
2018,Crimes Against the Person,Assault,74,41,0.55
2021,Crimes Against Property,Break & Enter-Apartment,9,2,0.22
2023,Crimes Against the Person,Assault,333,225,0.68
2017,Crimes Against the Person,Sexual Violation,5,4,0.8
2015,Crimes Against Property,Other,12,8,0.67
2020,Crimes Against the Person,Sexual Violation,14,4,0.29
2016,Other Criminal Code Violations,Other,140,137,0.98
2021,Criminal Code Traffic,Other,26,22,0.85
2014,Crimes Against Property,Auto Theft,9,2,0.22
2023,Crimes Against Property,Fraud,92,3,0.03
2023,Crimes Against Property,Break & Enter-Commercial,11,1,0.09
2021,Crimes Against Property,Auto Theft,28,3,0.11
2017,Crimes Against the Person,Assault,21,16,0.76
2015,Crimes Against the Person,Other,10,6,0.6
2022,Crimes Against Property,Theft Over $5000,12,2,0.17
2017,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2,2,1.0
2021,Crimes Against the Person,Assault,109,67,0.61
2022,Crimes Against the Person,Robbery-Other,12,8,0.67
2020,Crimes Against Property,Break & Enter-House,6,1,0.17
2018,Criminal Code Traffic,Other,2,2,1.0
2023,Crimes Against the Person,Sexual Violation,20,8,0.4
2017,Crimes Against the Person,Robbery-Other,21,8,0.38
2018,Controlled Drugs and Substances Act,Other,11,9,0.82
2015,Crimes Against Property,Auto Theft,6,1,0.17
2015,Crimes Against Property,Other,41,10,0.24
2015,Crimes Against Property,Fraud,42,19,0.45
2017,Crimes Against Property,Break & Enter-Apartment,7,3,0.43
2022,Other Federal Statute Violations,Other,2,1,0.5
2016,Crimes Against the Person,Other,15,8,0.53
2023,Crimes Against Property,Auto Theft,77,4,0.05
2019,Controlled Drugs and Substances Act,Other,1,1,1.0
2016,Crimes Against the Person,Assault,9,6,0.67
2014,Other Criminal Code Violations,Other,2,2,1.0
2022,Crimes Against the Person,Other,15,12,0.8
2020,Crimes Against the Person,Robbery-Other,6,3,0.5
2014,Crimes Against the Person,Sexual Violation,7,6,0.86
2017,Crimes Against the Person,Robbery-Other,6,3,0.5
2014,Crimes Against Property,Fraud,36,13,0.36
2023,Criminal Code Traffic,Other,5,4,0.8
2022,Crimes Against Property,Other,43,11,0.26
2017,Controlled Drugs and Substances Act,Other,3,3,1.0
2014,Crimes Against Property,Fraud,46,16,0.35
2017,Crimes Against the Person,Assault,24,14,0.58
2017,Crimes Against the Person,Sexual Violation,13,8,0.62
2020,Crimes Against Property,Other,50,12,0.24
2016,Crimes Against the Person,Robbery-Other,9,1,0.11
2023,Crimes Against Property,Theft Under $5000,208,41,0.2
2014,Crimes Against the Person,Assault,31,19,0.61
2014,Crimes Against the Person,Sexual Violation,1,1,1.0
2015,Crimes Against Property,Break & Enter-Commercial,13,2,0.15
2023,Controlled Drugs and Substances Act,Other,3,2,0.67
2020,Crimes Against Property,Break & Enter-Commercial,112,54,0.48
2020,Criminal Code Traffic,Other,2,1,0.5
2019,Crimes Against the Person,Other,13,3,0.23
2016,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,12,7,0.58
2017,Crimes Against Property,Fraud,25,3,0.12
2015,Criminal Code Traffic,Other,9,9,1.0
2016,Crimes Against Property,Other,61,19,0.31
2017,Crimes Against the Person,Assault,44,32,0.73
2023,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2,2,1.0
2023,Other Criminal Code Violations,Other,138,107,0.78
2019,Other Criminal Code Violations,Other,56,46,0.82
2014,Crimes Against Property,Other,36,16,0.44
2023,Criminal Code Traffic,Other,4,3,0.75
2015,Crimes Against the Person,Robbery-Other,6,2,0.33
2015,Controlled Drugs and Substances Act,Other,4,3,0.75
2014,Crimes Against the Person,Other,7,3,0.43
2016,Crimes Against the Person,Sexual Violation,4,3,0.75
2019,Crimes Against the Person,Assault,69,51,0.74
2023,Crimes Against the Person,Sexual Violation,36,17,0.47
2020,Crimes Against Property,Break & Enter-Other,10,3,0.3
2018,Crimes Against Property,Break & Enter-Commercial,2,1,0.5
2018,Crimes Against Property,Break & Enter-Apartment,3,1,0.33
2018,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,5,4,0.8
2015,Other Criminal Code Violations,Other,20,19,0.95
2023,Crimes Against Property,Fraud,60,3,0.05
2018,Crimes Against Property,Break & Enter-House,5,1,0.2
2014,Other Federal Statute Violations,Other,1,1,1.0
2022,Criminal Code Traffic,Other,8,7,0.88
2019,Crimes Against Property,Break & Enter-Commercial,34,9,0.26
2019,Crimes Against the Person,Other,1,1,1.0
2015,Crimes Against the Person,Sexual Violation,73,14,0.19
2018,Crimes Against Property,Break & Enter-Apartment,5,1,0.2
2015,Crimes Against the Person,Robbery-Other,45,22,0.49
2015,Crimes Against Property,Break & Enter-House,1,1,1.0
2014,Other Criminal Code Violations,Other,1,1,1.0
2021,Other Criminal Code Violations,Other,1,1,1.0
2022,Criminal Code Traffic,Other,17,17,1.0
2019,Crimes Against Property,Break & Enter-Commercial,15,4,0.27
2019,Other Federal Statute Violations,Other,1,1,1.0
2018,Crimes Against Property,Theft Over $5000,4,2,0.5
2022,Crimes Against the Person,Other,9,3,0.33
2018,Crimes Against the Person,Attempt Murder,1,1,1.0
2019,Crimes Against the Person,Robbery-Other,15,5,0.33
2022,Crimes Against the Person,Robbery-Other,6,2,0.33
2018,Crimes Against the Person,Assault,77,43,0.56
2019,Other Federal Statute Violations,Other,1,1,1.0
2022,Crimes Against Property,Break & Enter-House,14,1,0.07
2016,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,7,7,1.0
2016,Crimes Against the Person,Robbery-Financial,1,1,1.0
2020,Crimes Against Property,Break & Enter-Apartment,25,4,0.16
2015,Controlled Drugs and Substances Act,Other,16,14,0.88
2021,Criminal Code Traffic,Other,8,8,1.0
2020,Crimes Against Property,Break & Enter-Commercial,5,2,0.4
2020,Crimes Against Property,Break & Enter-Apartment,3,1,0.33
2018,Criminal Code Traffic,Other,10,10,1.0
2023,Crimes Against Property,Other,238,56,0.24
2018,Other Criminal Code Violations,Other,26,17,0.65
2020,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1,1.0
2015,Crimes Against Property,Auto Theft,16,4,0.25
2022,Crimes Against the Person,Other,84,61,0.73
2020,Crimes Against the Person,Other,69,19,0.28
2015,Crimes Against the Person,Sexual Violation,5,2,0.4
2016,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,4,3,0.75
2020,Other Criminal Code Violations,Other,7,5,0.71
2014,Controlled Drugs and Substances Act,Other,12,12,1.0
2021,Crimes Against Property,Other,51,9,0.18
2019,Criminal Code Traffic,Other,5,5,1.0
2023,Crimes Against Property,Break & Enter-Commercial,96,6,0.06
2021,Crimes Against Property,Break & Enter-Other,10,2,0.2
2016,Crimes Against the Person,Assault,69,53,0.77
2021,Crimes Against the Person,Assault,37,18,0.49
2015,Other Federal Statute Violations,Other,4,3,0.75
2023,Crimes Against Property,Auto Theft,835,26,0.03
2021,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,6,4,0.67
2014,Other Criminal Code Violations,Other,111,104,0.94
2020,Crimes Against the Person,Other,23,15,0.65
2023,Controlled Drugs and Substances Act,Other,2,2,1.0
2023,Criminal Code Traffic,Other,3,3,1.0
2023,Controlled Drugs and Substances Act,Other,4,2,0.5
2018,Crimes Against the Person,Sexual Violation,13,10,0.77
2019,Crimes Against Property,Auto Theft,23,6,0.26
2022,Crimes Against the Person,Robbery-Other,11,1,0.09
2023,Crimes Against the Person,Robbery-Other,12,8,0.67
2023,Crimes Against Property,Theft Under $5000,4,1,0.25
2023,Crimes Against Property,Break & Enter-Apartment,22,9,0.41
2017,Crimes Against Property,Break & Enter-Other,9,4,0.44
2018,Crimes Against Property,Break & Enter-Commercial,18,4,0.22
2023,Crimes Against Property,Other,92,14,0.15
2017,Controlled Drugs and Substances Act,Other,7,6,0.86
2022,Crimes Against the Person,Sexual Violation,16,9,0.56
2018,Crimes Against Property,Other,20,9,0.45
2018,Crimes Against the Person,Sexual Violation,22,12,0.55
2015,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2,2,1.0
2017,Crimes Against the Person,Robbery-Financial,1,1,1.0
2018,Crimes Against the Person,Assault,25,21,0.84
2017,Criminal Code Traffic,Other,12,12,1.0
2017,Crimes Against the Person,Assault,76,52,0.68
2019,Crimes Against the Person,Robbery-Other,17,11,0.65
2015,Controlled Drugs and Substances Act,Other,2,2,1.0
2017,Crimes Against the Person,Sexual Violation,6,4,0.67
2022,Crimes Against the Person,Sexual Violation,53,26,0.49
2015,Crimes Against the Person,Other,3,3,1.0
2018,Crimes Against the Person,Other,11,4,0.36
2016,Crimes Against Property,Other,55,15,0.27
2021,Controlled Drugs and Substances Act,Other,15,14,0.93
2019,Crimes Against Property,Auto Theft,8,2,0.25
2023,Crimes Against Property,Theft Under $5000,245,52,0.21
2023,Crimes Against Property,Other,70,15,0.21
2020,Crimes Against Property,Theft Over $5000,31,3,0.1
2018,Other Criminal Code Violations,Other,4,3,0.75
2022,Other Federal Statute Violations,Other,1,1,1.0
2018,Crimes Against the Person,Sexual Violation,4,2,0.5
2022,Crimes Against the Person,Attempt Murder,1,1,1.0
2017,Crimes Against Property,Other,1,1,1.0
2017,Crimes Against Property,Theft Under $5000,248,75,0.3
2016,Crimes Against the Person,Sexual Violation,2,1,0.5
2015,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1,1.0
2018,Other Criminal Code Violations,Other,457,424,0.93
2020,Crimes Against Property,Break & Enter-Commercial,18,4,0.22
2023,Crimes Against the Person,Assault,494,324,0.66
2018,Crimes Against Property,Auto Theft,5,1,0.2
2020,Criminal Code Traffic,Other,9,9,1.0
2019,Crimes Against the Person,Assault,3,2,0.67
2017,Criminal Code Traffic,Other,6,6,1.0
2017,Crimes Against the Person,Robbery-Financial,1,1,1.0
2014,Crimes Against the Person,Robbery-Other,2,1,0.5
2016,Controlled Drugs and Substances Act,Other,4,3,0.75
2014,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,5,5,1.0
2014,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,9,9,1.0
2020,Crimes Against the Person,Assault,82,46,0.56
2017,Crimes Against Property,Theft Over $5000,58,14,0.24
2021,Crimes Against Property,Break & Enter-Apartment,27,15,0.56
2015,Crimes Against the Person,Robbery-Other,17,8,0.47
2021,Crimes Against Property,Auto Theft,44,2,0.05
2019,Crimes Against the Person,Robbery-Other,9,5,0.56
2016,Other Criminal Code Violations,Other,34,33,0.97
2022,Other Criminal Code Violations,Other,16,12,0.75
2020,Crimes Against Property,Theft Over $5000,3,1,0.33
2016,Crimes Against the Person,Sexual Violation,17,14,0.82
2016,Crimes Against the Person,Sexual Violation,2,2,1.0
2017,Crimes Against the Person,Sexual Violation,20,8,0.4
2018,Crimes Against Property,Break & Enter-Apartment,13,4,0.31
2021,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,4,3,0.75
2022,Crimes Against the Person,Assault,27,15,0.56
2014,Crimes Against the Person,Other,9,7,0.78
2018,Crimes Against the Person,Assault,6,1,0.17
2015,Crimes Against the Person,Robbery-Other,15,6,0.4
2022,Crimes Against the Person,Robbery-Financial,1,1,1.0
2016,Crimes Against Property,Break & Enter-Apartment,6,1,0.17
2022,Crimes Against Property,Other,26,4,0.15
2016,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1,1.0
2015,Other Federal Statute Violations,Other,3,3,1.0
2021,Crimes Against Property,Theft Under $5000,340,49,0.14
2017,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3,3,1.0
2021,Crimes Against the Person,Assault,161,61,0.38
2014,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,19,18,0.95
2019,Crimes Against Property,Fraud,144,15,0.1
2015,Criminal Code Traffic,Other,3,3,1.0
2018,Crimes Against Property,Fraud,55,20,0.36
2017,Crimes Against Property,Break & Enter-Apartment,28,1,0.04
2014,Crimes Against Property,Other,75,24,0.32
2019,Crimes Against the Person,Sexual Violation,7,7,1.0
2019,Crimes Against Property,Other,26,3,0.12
2017,Crimes Against the Person,Robbery-Financial,2,2,1.0
2022,Crimes Against Property,Theft Under $5000,265,33,0.12
2017,Crimes Against Property,Fraud,26,5,0.19
2018,Crimes Against the Person,Sexual Violation,3,2,0.67
2014,Crimes Against Property,Break & Enter-Other,2,1,0.5
2014,Other Criminal Code Violations,Other,12,8,0.67
2018,Crimes Against Property,Break & Enter-Commercial,34,7,0.21
2023,Crimes Against Property,Other,176,35,0.2
2018,Crimes Against Property,Break & Enter-Apartment,6,1,0.17
2018,Crimes Against the Person,Sexual Violation,14,8,0.57
2023,Crimes Against Property,Break & Enter-Apartment,10,2,0.2
2021,Crimes Against Property,Theft Under $5000,377,46,0.12
2019,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,6,5,0.83
2014,Crimes Against Property,Break & Enter-House,10,2,0.2
2017,Crimes Against the Person,Robbery-Other,19,11,0.58
2017,Crimes Against Property,Other,131,66,0.5
2014,Crimes Against the Person,Sexual Violation,23,14,0.61
2014,Crimes Against the Person,Assault,140,92,0.66
2023,Criminal Code Traffic,Other,16,16,1.0
2020,Crimes Against Property,Other,49,10,0.2
2022,Crimes Against the Person,Assault,73,42,0.58
2014,Crimes Against Property,Theft Under $5000,19,4,0.21
2018,Crimes Against the Person,Other,20,13,0.65
2014,Crimes Against Property,Auto Theft,12,3,0.25
2019,Crimes Against the Person,Sexual Violation,8,5,0.62
2023,Crimes Against the Person,Assault,50,41,0.82
2015,Crimes Against Property,Theft Over $5000,29,2,0.07
2020,Crimes Against Property,Break & Enter-House,5,2,0.4
2021,Criminal Code Traffic,Other,17,17,1.0
2014,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,6,5,0.83
2014,Crimes Against Property,Auto Theft,70,23,0.33
2018,Crimes Against Property,Fraud,82,27,0.33
2023,Crimes Against Property,Break & Enter-Commercial,9,1,0.11
2014,Criminal Code Traffic,Other,2,2,1.0
2021,Crimes Against Property,Auto Theft,17,1,0.06
2022,Crimes Against the Person,Assault,77,53,0.69
2017,Controlled Drugs and Substances Act,Other,38,37,0.97
2016,Crimes Against Property,Fraud,44,3,0.07
2020,Crimes Against the Person,Assault,66,39,0.59
2015,Crimes Against Property,Theft Under $5000,335,88,0.26
2021,Crimes Against Property,Break & Enter-Commercial,12,3,0.25
2022,Crimes Against Property,Auto Theft,32,1,0.03
2016,Crimes Against Property,Break & Enter-Apartment,5,2,0.4
2014,Crimes Against Property,Other,6,1,0.17
2022,Crimes Against the Person,Robbery-Other,5,2,0.4
2021,Crimes Against Property,Auto Theft,11,3,0.27
2019,Crimes Against the Person,Attempt Murder,2,2,1.0
2021,Crimes Against Property,Theft Over $5000,9,1,0.11
2022,Criminal Code Traffic,Other,5,3,0.6
2021,Crimes Against Property,Break & Enter-Other,6,2,0.33
2017,Crimes Against the Person,Attempt Murder,1,1,1.0
2022,Crimes Against Property,Theft Under $5000,117,3,0.03
2023,Crimes Against Property,Break & Enter-House,4,1,0.25
2016,Crimes Against Property,Break & Enter-Other,4,2,0.5
2018,Crimes Against the Person,Robbery-Financial,1,1,1.0
2014,Crimes Against Property,Break & Enter-Apartment,4,3,0.75
2021,Controlled Drugs and Substances Act,Other,2,2,1.0
2015,Crimes Against Property,Break & Enter-Other,1,1,1.0
2016,Crimes Against Property,Break & Enter-Commercial,53,24,0.45
2020,Crimes Against the Person,Robbery-Financial,1,1,1.0
2014,Crimes Against Property,Theft Under $5000,58,6,0.1
2015,Controlled Drugs and Substances Act,Other,5,4,0.8
2021,Crimes Against the Person,Sexual Violation,26,9,0.35
2020,Other Federal Statute Violations,Other,1,1,1.0
2022,Crimes Against the Person,Other,7,4,0.57
2015,Crimes Against the Person,Robbery-Other,13,5,0.38
2016,Crimes Against Property,Break & Enter-Other,1,1,1.0
2016,Crimes Against the Person,Robbery-Other,17,12,0.71
2014,Crimes Against the Person,Assault,41,27,0.66
2021,Crimes Against Property,Other,94,31,0.33
2021,Crimes Against the Person,Sexual Violation,12,7,0.58
2022,Crimes Against the Person,Assault,29,16,0.55
2017,Crimes Against Property,Other,81,36,0.44
2014,Crimes Against the Person,Robbery-Other,6,2,0.33
2014,Crimes Against the Person,Robbery-Financial,2,2,1.0
2020,Crimes Against Property,Other,157,52,0.33
2017,Crimes Against Property,Theft Over $5000,2,1,0.5
2019,Crimes Against Property,Other,3,3,1.0
2021,Other Criminal Code Violations,Other,49,43,0.88
2017,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,6,5,0.83
2020,Crimes Against Property,Theft Under $5000,286,25,0.09
2020,Criminal Code Traffic,Other,7,7,1.0
2019,Crimes Against Property,Auto Theft,13,7,0.54
2016,Crimes Against the Person,Robbery-Other,5,3,0.6
2016,Controlled Drugs and Substances Act,Other,7,7,1.0
2019,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,29,24,0.83
2022,Crimes Against Property,Break & Enter-Commercial,6,4,0.67
2014,Crimes Against Property,Theft Over $5000,4,3,0.75
2023,Criminal Code Traffic,Other,24,23,0.96
2015,Crimes Against the Person,Other,9,3,0.33
2016,Crimes Against Property,Fraud,50,3,0.06
2016,Crimes Against Property,Theft Under $5000,2,1,0.5
2017,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,8,6,0.75
2017,Crimes Against Property,Break & Enter-House,17,7,0.41
2015,Criminal Code Traffic,Other,2,2,1.0
2022,Crimes Against Property,Fraud,41,3,0.07
